"Post ID",Title,URL,Categories,"Category URLs",Tags,"Tag URLs",Author,"Published Date","Modified Date",Status
169,friendbar&#8211;Firefox擴充套件,https://blog-legacy.yuaner.tw/old/friendbar-firefox%e6%93%b4%e5%85%85%e5%a5%97%e4%bb%b6/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-04-23 07:35:00","2018-12-11 01:59:59",Publish
170,Facebook網誌與部落格RSS同步,https://blog-legacy.yuaner.tw/old/facebook%e7%b6%b2%e8%aa%8c%e8%88%87%e9%83%a8%e8%90%bd%e6%a0%bcrss%e5%90%8c%e6%ad%a5/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-03-27 07:54:00","2018-12-11 01:59:59",Publish
172,麻煩大了～硬碟出現壞軌,https://blog-legacy.yuaner.tw/old/%e9%ba%bb%e7%85%a9%e5%a4%a7%e4%ba%86%ef%bd%9e%e7%a1%ac%e7%a2%9f%e5%87%ba%e7%8f%be%e5%a3%9e%e8%bb%8c/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,,,元兒～,"2010-03-18 07:45:00","2018-12-11 02:00:01",Publish
174,還在用IE上網嗎？挑一挑更適合的吧！,https://blog-legacy.yuaner.tw/old/%e9%82%84%e5%9c%a8%e7%94%a8ie%e4%b8%8a%e7%b6%b2%e5%97%8e%ef%bc%9f%e6%8c%91%e4%b8%80%e6%8c%91%e6%9b%b4%e9%81%a9%e5%90%88%e7%9a%84%e5%90%a7%ef%bc%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-03-08 05:51:00","2018-12-11 02:00:01",Publish
176,補！Windows版-Pidgin整合即時通與Facebook聊天功能整合！,https://blog-legacy.yuaner.tw/old/%e8%a3%9c%ef%bc%81windows%e7%89%88-pidgin%e6%95%b4%e5%90%88%e5%8d%b3%e6%99%82%e9%80%9a%e8%88%87facebook%e8%81%8a%e5%a4%a9%e5%8a%9f%e8%83%bd%e6%95%b4%e5%90%88%ef%bc%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-02-21 22:43:00","2018-12-11 02:00:00",Publish
177,Pidgin整合即時通與Facebook聊天功能整合！,https://blog-legacy.yuaner.tw/old/pidgin%e6%95%b4%e5%90%88%e5%8d%b3%e6%99%82%e9%80%9a%e8%88%87facebook%e8%81%8a%e5%a4%a9%e5%8a%9f%e8%83%bd%e6%95%b4%e5%90%88%ef%bc%81/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"玩Linux的日記, 軟體相關","https://blog-legacy.yuaner.tw/tag/linux/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2010-02-20 07:39:00","2018-12-11 02:00:00",Publish
185,漂亮的Facebook介面外掛,https://blog-legacy.yuaner.tw/old/%e6%bc%82%e4%ba%ae%e7%9a%84facebook%e4%bb%8b%e9%9d%a2%e5%a4%96%e6%8e%9b/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-02-04 03:57:00","2018-12-11 02:00:00",Publish
187,"Pidgin 不錯的整合即時通程式",https://blog-legacy.yuaner.tw/old/pidgin-%e4%b8%8d%e9%8c%af%e7%9a%84%e6%95%b4%e5%90%88%e5%8d%b3%e6%99%82%e9%80%9a%e7%a8%8b%e5%bc%8f/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2010-01-31 06:50:00","2018-12-11 02:00:00",Publish
191,31個Firefox套件包！我之前蒐集的Firefox擴供套件一次下載安裝！,https://blog-legacy.yuaner.tw/old/31%e5%80%8bfirefox%e5%a5%97%e4%bb%b6%e5%8c%85%ef%bc%81%e6%88%91%e4%b9%8b%e5%89%8d%e8%92%90%e9%9b%86%e7%9a%84firefox%e6%93%b4%e4%be%9b%e5%a5%97%e4%bb%b6%e4%b8%80%e6%ac%a1%e4%b8%8b%e8%bc%89%e5%ae%89/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2009-07-24 05:02:00","2018-12-11 02:00:03",Publish
192,"Firefox 使用FEBE備份套件、書籤、網頁紀錄",https://blog-legacy.yuaner.tw/old/firefox-%e4%bd%bf%e7%94%a8febe%e5%82%99%e4%bb%bd%e5%a5%97%e4%bb%b6%e3%80%81%e6%9b%b8%e7%b1%a4%e3%80%81%e7%b6%b2%e9%a0%81%e7%b4%80%e9%8c%84/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Firefox, 軟體相關","https://blog-legacy.yuaner.tw/tag/firefox/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2009-07-23 03:01:00","2018-12-11 02:00:02",Publish
194,4個作業系統&#8230;我玩的多重開機,https://blog-legacy.yuaner.tw/old/4%e5%80%8b%e4%bd%9c%e6%a5%ad%e7%b3%bb%e7%b5%b1-%e6%88%91%e7%8e%a9%e7%9a%84%e5%a4%9a%e9%87%8d%e9%96%8b%e6%a9%9f/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,玩Linux的日記,https://blog-legacy.yuaner.tw/tag/linux/,元兒～,"2009-07-14 22:06:00","2018-12-11 02:00:02",Publish
195,生平第一次分割硬碟&#8230;冷汗直流的筆記,https://blog-legacy.yuaner.tw/old/%e7%94%9f%e5%b9%b3%e7%ac%ac%e4%b8%80%e6%ac%a1%e5%88%86%e5%89%b2%e7%a1%ac%e7%a2%9f-%e5%86%b7%e6%b1%97%e7%9b%b4%e6%b5%81%e7%9a%84%e7%ad%86%e8%a8%98/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,玩Linux的日記,https://blog-legacy.yuaner.tw/tag/linux/,元兒～,"2009-07-11 04:05:00","2018-12-11 02:00:02",Publish
197,同時跑兩個作業系統&#8230;,https://blog-legacy.yuaner.tw/old/%e5%90%8c%e6%99%82%e8%b7%91%e5%85%a9%e5%80%8b%e4%bd%9c%e6%a5%ad%e7%b3%bb%e7%b5%b1/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,玩Linux的日記,https://blog-legacy.yuaner.tw/tag/linux/,元兒～,"2009-04-04 07:38:00","2018-12-11 02:00:01",Publish
198,"安裝Linux Ubuntu",https://blog-legacy.yuaner.tw/old/%e5%ae%89%e8%a3%9dlinux-ubuntu/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,玩Linux的日記,https://blog-legacy.yuaner.tw/tag/linux/,元兒～,"2009-01-22 07:05:00","2018-12-11 02:00:01",Publish
207,"傳統的Media player",https://blog-legacy.yuaner.tw/old/%e5%82%b3%e7%b5%b1%e7%9a%84media-player/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,軟體相關,https://blog-legacy.yuaner.tw/tag/software/,元兒～,"2008-07-05 06:57:00","2018-12-11 02:00:03",Publish
322,6/5-ArchLinux重大更新紀錄,https://blog-legacy.yuaner.tw/old/archlinux-update/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"ArchLinux, 玩Linux的日記, 軟體相關","https://blog-legacy.yuaner.tw/tag/archlinux/, https://blog-legacy.yuaner.tw/tag/linux/, https://blog-legacy.yuaner.tw/tag/software/",元兒～,"2013-06-06 01:02:05","2018-12-11 01:59:41",Publish
347,"PACman v22.3.0 for HTC Desire HD 我又刷啦",https://blog-legacy.yuaner.tw/old/pacman-v22-3-dhd/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,"Android, HTC Desire HD, 玩刷機","https://blog-legacy.yuaner.tw/tag/android/, https://blog-legacy.yuaner.tw/tag/htc-desire-hd/, https://blog-legacy.yuaner.tw/tag/flash-rom/",元兒～,"2013-06-07 16:19:12","2018-12-11 01:59:41",Publish
400,"[Android] SAO刀劍神域桌面美化",https://blog-legacy.yuaner.tw/old/android-sao-desktop/,未整理舊文,https://blog-legacy.yuaner.tw/category/old/,Android,https://blog-legacy.yuaner.tw/tag/android/,元兒～,"2013-07-13 16:48:36","2018-12-11 01:59:40",Publish
409,"MIUI V5 合作版 For Desire HD 簡單心得",https://blog-legacy.yuaner.tw/tech/miui-v5-for-desire-hd/,"刷機, 資訊技術","https://blog-legacy.yuaner.tw/category/tech/flash-rom/, https://blog-legacy.yuaner.tw/category/tech/","Android, HTC Desire HD, 玩刷機","https://blog-legacy.yuaner.tw/tag/android/, https://blog-legacy.yuaner.tw/tag/htc-desire-hd/, https://blog-legacy.yuaner.tw/tag/flash-rom/",元兒～,"2013-07-27 23:10:22","2018-12-12 22:44:35",Publish
451,"KBtalKing Pro Value 我人生中的第一把機械式鍵盤",https://blog-legacy.yuaner.tw/tech/kbtalking-pro-value/,"資訊技術, 開箱","https://blog-legacy.yuaner.tw/category/tech/, https://blog-legacy.yuaner.tw/category/tech/unbox/",機械式鍵盤,https://blog-legacy.yuaner.tw/tag/%e6%a9%9f%e6%a2%b0%e5%bc%8f%e9%8d%b5%e7%9b%a4/,元兒～,"2013-09-10 22:00:32","2018-12-12 22:33:46",Publish
752,給tw域名換一家域名商吧,https://blog-legacy.yuaner.tw/tech/twdomaintrans/,資訊技術,https://blog-legacy.yuaner.tw/category/tech/,,,元兒～,"2022-09-12 23:56:46","2022-09-17 20:16:15",Publish
792,iPad更換電池送修經驗,https://blog-legacy.yuaner.tw/other/ipad-repair-exp/,其他,https://blog-legacy.yuaner.tw/category/other/,,,元兒～,"2022-09-17 18:16:42","2022-09-26 01:56:19",Publish
825,淘寶退款與後續要怎麼領到這些錢,https://blog-legacy.yuaner.tw/life/taobao-refund/,生活經驗,https://blog-legacy.yuaner.tw/category/life/,,,元兒～,"2022-09-26 01:43:49","2022-09-26 01:56:35",Publish
871,部落格系統準備遷移,https://blog-legacy.yuaner.tw/other/move-to-new-blog-system/,其他,https://blog-legacy.yuaner.tw/category/other/,,,元兒～,"2025-06-08 16:29:43","2025-06-08 16:31:13",Publish
